"hwkID","NamePY","NameHZ","Region","Page"
680,"Wang Zheng","王 正"," 江 蘇 江 都 人",232
681,"Wang Zhenshu","王 振 淑"," 湖 南 人",238
682,"Wang Zhenyi","王 貞 儀"," 江 蘇 上 元 人",236
683,"Wang Zhishan","王 之 珊"," 江 蘇 婁 縣 人",230
684,"Wang Zhonghui","王 仲 徽"," 安 徽 全 椒 人",232
685,"Wang Zhongxian","汪 仲 仙"," 江 蘇 人",351
686,"Wang Zhongyuan","汪 仲 媛"," 浙 江 錢 塘 人",351
687,"Wang Zhusu","王 竹 素"," 江 蘇 吳 縣 人",232
688,"Wanyan Foyunbao","完 顏 佛 芸 保"," 滿 州 人",815
689,"Wanyan Jinxi","完 顏 金 樨"," 滿 州 人",815
690,"Wanyan Miaolianbao","完 顏 妙 蓮 保"," 滿 州 人",815
691,"Wei Fengzhen","魏 鳳 珍"," 福 建 候 官 人",789
692,"Wei Huacun","魏 華 存","",11
693,"Wei Jianglan","魏 將 蘭"," 古 杭 人",206
694,"Wei Rongxiang","衛 融 香"," 江 蘇 長 洲 人",749
695,"Wei shi","韋 氏","",29
696,"Wei shi","韋 氏","",29
697,"Wei Shi","魏 氏 （ 趙 祖 壽 繼 妻 ）"," 江 蘇 興 化 人",789
698,"Wei Shufeng","魏 淑 鳳"," 福 建 邵 武 人",789
699,"Wei Shuo","衛 鑠","",9
700,"Wei Wan","魏 玩","",67
701,"Wei Wen","衛 紋"," 江 西 彭 澤 人",749
702,"Wei Xianlai","衛 仙 來"," 江 蘇 華 亭 人",749
703,"Wei Yanbao","魏 彥 寶"," 浙 江 仁 和 人",789
704,"Wei Yueru","魏 月 如"," 浙 江 桐 鄉 人",788
705,"Wei Yuyun","魏 于 雲"," 浙 江 柳 溪 人",788
706,"Weiji","維 極"," 浙 江 仁 和 人",822
707,"Wen Bin","溫 彬"," 烏 程 人",186
708,"Wen Chu","文 俶"," 蘇 州 人",80
709,"Wen Hong","溫 鴻"," 廣 東 順 德 龍 山 人",681
710,"Wen Huang","文 篁"," 長 白 人",813
711,"Wen Jingyu","文 靜 玉"," 江 蘇 吳 縣 人",222
712,"Wen Lianzhen","溫 廉 貞"," 浙 江 烏 程 人",681
713,"Wen Muzhen","溫 慕 貞"," 浙 江 烏 程 人",681
714,"Wen Pu","聞 璞"," 浙 江 石 門 人",702
715,"Wen Renhuiyin","聞 人 徽 音"," 浙 江 餘 姚 人",702
716,"Wen shi","文 氏 （ 葛 大 受 妻 ）"," 三 水 人",80
717,"Wen Wan","溫 琬","",63
718,"Wen Xianmi","文 先 謐"," 湖 南 寧 薌 人",222
719,"Wen Xing","文 星"," 浙 江 西 安 人",222
720,"Wen Xiuyu","聞 秀 玉"," 江 蘇 太 倉 人",702
721,"Wen Zhiyu","聞 芝 玉"," 江 蘇 太 倉 人",702
722,"Wen Zuoxian","文 祚 閑"," 廣 西 人",222
723,"Weng Duanen","翁 端 恩"," 江 蘇 常 熟 人",489
724,"Weng Guangzhu","翁 光 珠","  江 蘇 常 熟 人",488
725,"Weng Huan","翁 桓"," 浙 江 錢 塘 人",488
726,"Weng Ruan","翁 孺 安"," 常 熟 人",149
727,"Weng shi","翁 氏"," 仁 和 人",489
728,"Weng Ying","翁 瑛"," 江 蘇 吳 縣 人",489
729,"Weng Yushu","翁 與 淑"," 浙 江 仁 和 人",489
730,"Weng Yusun","翁 玉 蓀"," 江 蘇 常 熟 人",488
731,"Weng Zhulou","翁 珠 樓 （ 翁 靜 同 ）","  長 洲 洞 庭 山 人",488
732,"Wu Bai","吳 柏"," 任 和 人",102
733,"Wu Ban","吳 班"," 福 建 晉 江 人",308
734,"Wu Benzhen","吳 本 貞"," 江 蘇 吳 縣 人",301
735,"Wu Bi","吳 碧"," 浙 江 任 和 人",314
736,"Wu Cailuan","吳 彩 鸞","",20
737,"Wu Chouwu","吳 疇 五"," 河 南 固 始 人",317
738,"Wu Chunfang","吳 春 芳"," 江 蘇 江 陰 人",306
739,"Wu Danru","伍 淡 如"," 雲 南 人",272
740,"Wu Deming","吾 德 明"," 浙 江 海 鹽 人",297
741,"Wu Dexin","吳 德 馨"," 江 蘇 振 澤 人",315
742,"Wu Duanshu","吳 端 淑"," 浙 江 山 陰 人",314
743,"Wu Duanyu","吳 端 璵"," 浙 江 烏 程 人",314
744,"Wu Fang","吳 芳"," 浙 江 石 門 人",304
745,"Wu Fangzhen","吳 芳 珍"," 浙 江 錢 塘 人",305
746,"Wu Fen","吳 芬"," 浙 江 石 門 人",304
747,"Wu Fengyi","吳 鳳 儀"," 江 蘇 嘉 定 人",314
748,"Wu Fu","吳 馥"," 江 蘇 泰 興 人",316
749,"Wu Ganzhu","吳 紺 珠"," 浙 江 海 寧 人",309
750,"Wu Guichen","吳 規 臣"," 江 蘇 金 壇 人",310
751,"Wu Guizhen","吳 閨 貞"," 烏 程 人",106
752,"Wu Haisheng","吳 亥 生"," 浙 江 歸 安 人",302
753,"Wu Heng","吳 恒"," 浙 江 桐 鄉 人",304
754,"Wu Huang","吳 黃"," 浙 江 嘉 善 人",313
755,"Wu Huanghou","武 皇 后"," ",0
756,"Wu Hui","吳 蕙 （ 蘊 芬 ）"," 浙 江 錢 塘 人",315
757,"Wu Hui","吳 蕙 （ 關 質 ）"," 江 蘇 吳 江 人",315
758,"Wu Hui","吳 蕙 （ 靜 香 ）"," 江 蘇 吳 縣 人",315
759,"Wu Jiamei","吳 家 楣"," 湖 南 長 沙 人",307
760,"Wu Jiaolin","吳 皎 臨"," 江 蘇 常 熟 人",309
761,"Wu Jifen","吳 季 芬"," 安 徽 涇 川 人",304
762,"Wu Jing","吳 靜"," 江 蘇 昭 文 人",315
763,"Wu Jiu","吳 玖"," 浙 江 石 門 人",303
764,"Wu Jiusi","吳 九 思"," 浙 江 嘉 興 人",297
765,"Wu Juan","吳 娟"," 上 元 人",103
766,"Wu Juanjuan","吳 娟 娟"," 廣 東 石 城 人",308
767,"Wu Jun","吳 筠"," 浙 江 嘉 興 人",313
768,"Wu Kunyuan","吳 坤 元"," 桐 城 人",102
769,"Wu Lan","伍 蘭"," 湖 南 新 化 人",273
770,"Wu Lan","吳 蘭"," 江 蘇 荊 溪 人",317
771,"Wu Lanwan","吳 蘭 畹"," 江 蘇 常 熟 人",318
772,"Wu Lanze","吳 蘭 澤"," 江 蘇 常 熟 人",318
773,"Wu Lingyi","吳 令 儀"," 桐 城 人",101
774,"Wu Lingze","吳 令 則"," 桐 城 人",102
775,"Wu Liniang","吳 荔 娘"," 福 建 莆 田 人",308
776,"Wu Linzhu","吳 麟 珠"," 安 徽 涇 縣 人",318
777,"Wu Lizhen","吳 麗 珍"," 江 蘇 吳 江 人",316
778,"Wu Lizhu","吳 麗 珠"," 浙 江 海 寧 人",316
779,"Wu Meige","吳 梅 閣"," 無 為 人",103
780,"Wu Mengjia","吳 孟 嘉"," 安 徽 桐 城 人",304
781,"Wu Nian","吳 年"," 浙 江 歸 安 人",302
782,"Wu Pinmei","吳 品 梅"," 浙 江 諸 暨 流 子 里 人",306
783,"Wu Qi","吳 琪","",126
784,"Wu Qi","吳 淇"," 長 洲 人",104
785,"Wu Qinghui","吳 清 蕙"," 江 蘇 吳 縣 人",310
786,"Wu Qinglian","吳 清 蓮"," 江 蘇 東 吳 人",309
787,"Wu Qinglian","吳 卿 憐"," 江 蘇 吳 縣 人",308
788,"Wu Qingxia","吳 青 霞"," 浙 江 海 寧 人",305
789,"Wu Qiongxian","吳 瓊 仙"," 江 蘇 振 澤 人",316
790,"Wu Qiuyin","吳 秋 音"," 江 蘇 青 浦 人",307
791,"Wu Qu","吳 胠"," 江 蘇 華 亭 人",307
792,"Wu Renlan","吳 紉 蘭"," 福 建 長 汀 人",307
793,"Wu Runqing","吳 潤 卿"," 浙 江 嘉 興 人",315
794,"Wu Ruobing","吳 若 冰"," 江 西 南 城 人",306
795,"Wu Ruoyun","吳 若 雲"," 江 蘇 嘉 定 人",306
796,"Wu Ruren","吳 孺 人"," 湖 南 善 化 人",318
797,"Wu Senzha","吳 森 札"," 江 蘇 吳 江 人",311
798,"Wu Shan","吳 山"," 安 徽 當 塗 人",298
799,"Wu Shangxi","吳 尚 熹"," 廣 東 南 海 人",303
800,"Wu Shen","吳 申"," 安 徽 歙 縣 人",301
801,"Wu Shen","吳 慎"," 浙 江 海 鹽 人",313
802,"Wu shi","吳 氏","",47
803,"Wu shi","武 氏 （ 文 翔 鳳 妻 ）"," 寧 州 人",128
804,"Wu shi","吳 氏 （ 朱 嘉 徵 妻 ）"," 浙 江 海 寧 人",319
805,"Wu shi","吳 氏 （ 朱 錦 妻 ）"," 浙 江 秀 水 人",319
806,"Wu shi","吳 氏 （ 沈 三 曾 妻 ）"," 浙 江 德 清 人",319
807,"Wu shi","吳 氏 （ 汪 錫 嘏 妻 ）"," 浙 江 任 和 人",319
808,"Wu shi","吳 氏 （ 錢 勗 妻 ）"," 安 徽 桐 城 人",320
809,"Wu shi","吳 氏"," 常 州 人",320
810,"Wu shi","吳 氏 （ 趙 鼎 妻 ）"," 安 徽 涇 縣 人",320
811,"Wu Shi","吳 氏 （ 王 發 祥 妻 ）"," 江 蘇 太 倉 人",318
812,"Wu shi","吳 氏 （ 光 聰 諧 妻 ）"," 安 徽 桐 城 人",319
813,"Wu shi","吳 氏 （ 吳 振 纓 女 ）"," 浙 江 湖 州 人",320
814,"Wu shi","吳 氏 （ 徐 乾 妻 ）"," 安 徽 合 肥 人",320
815,"Wu shi","吳 氏 （ 徐 鞶 錫 妻 ）"," 浙 江 安 吉 人",319
816,"Wu shi","吳 氏"," 桐 城 人",320
817,"Wu shi","吳 氏 （ 黃 傳 驥 妻 ）"," 江 西 人",319
818,"Wu shi","吳 氏 （ 溫 汝 遂 妻 ）"," 廣 東 順 德 人",320
819,"Wu shi","吳 氏 （ 劉 曾 璇 妻 ）"," 直 隸 滄 州 人",319
820,"Wu shi","吳 氏 （ 邵 光 胤 妻 ）"," 浙 江 錢 塘 人",319
821,"Wu shi","吳 氏 （ 胡 斯 煌 妻 ）"," 浙 江 嘉 興 人",320
822,"Wu Shiren","吳 世 仁"," 江 蘇 同 皋 人",301
823,"Wu Shiyun","吳 師 韞"," 江 蘇 同 皋 人",307
824,"Wu Shouzhu","吳 受 竹"," 浙 江 長 興 人",305
825,"Wu Shu","武 淑"," 陝 西 富 平 人",399
826,"Wu Shuji","吳 淑 姬","",47
827,"Wu Shujuan","吳 淑 娟"," 安 徽 歙 縣 人",309
828,"Wu Shushen","吳 淑 慎"," 浙 江 杭 州 人",309
829,"Wu Shusheng","吳 淑 升"," 江 蘇 吳 江 黎 里 人",308
830,"Wu Shusui","吳 淑 隨"," 江 蘇 吳 江 平 望 人",309
831,"Wu Shuyi","吳 淑 儀"," 香 溪 儀 徵 人",309
832,"Wu Shuyi","吳 淑 儀"," 芝 仙 錢 塘 人",309
833,"Wu Shuyi","武 淑 儀"," 江 蘇 蒼 山 人",400
834,"Wu Si","吳 絲"," 安 徽 合 肥 人",312
835,"Wu Siuyan","吳 繡 硯"," 安 徽 歙 縣 人",317
836,"Wu Songfen","吳 誦 芬"," 浙 江 平 湖 人",314
837,"Wu Tansu","吳 曇 素"," 江 蘇 吳 江 人",316
838,"Wu Wantao","吳 捥 桃"," 江 蘇 振 澤 人",313
839,"Wu Wanyi","吳 婉 宜"," 浙 江 錢 塘 人",310
840,"Wu Wanyu","吳 婉 玉"," 福 建 福 安 人",310
841,"Wu Wanyun","吳 浣 雲"," 江 蘇 武 進 人",308
842,"Wu Wenqing","吳 文 卿"," 浙 江 石 門 人",300
843,"Wu Wenrou","吳 文 柔"," 江 蘇 吳 江 人",300
844,"Wu Wenyuan","吳 文 媛"," 江 蘇 元 和 人",298
845,"Wu Wu","吳 吳"," 江 蘇 江 都 人",302
846,"Wu Xian","吳 嫻"," 江 蘇 常 熟 人",315
847,"Wu Xiang","吳 湘"," 筠 仙 石 門 人",311
848,"Wu Xiang","吳 湘"," 婉 羅 杭 州 人",311
849,"Wu Xiang","吳 湘 （ 漱 玉 ）","",311
850,"Wu Xiang","吳 湘"," 若 耶 江 都 人",311
851,"Wu Xiao","吳 綃"," 長 洲 人",105
852,"Wu Xiaogu","吳 小 姑"," 廣 東 瓊 州 人",297
853,"Wu Xiaohua","吳 小 華"," 湖 南 長 沙 人",298
854,"Wu Xiaoyun","吳 小 雲"," 湖 南 長 沙 人",297
855,"Wu Xiezhu","吳 嶰 竹"," 江 西 鄱 陽 人",315
856,"Wu Xiuyue","吳 修 月"," 安 徽 歙 縣 人",306
857,"Wu Xiuzhu","吳 秀 珠"," 安 徽 涇 縣 人",305
858,"Wu Xizhu","吳 喜 珠"," 安 徽 歙 縣 人",310
859,"Wu Xuesu","吳 學 素"," 江 蘇 婁 縣 人",315
860,"Wu Yi","吳 懿"," 安 徽 全 椒 人",318
861,"Wu Yi","武 懿"," 浙 江 錢 塘 人",400
862,"Wu Yifang","吳 義 坊"," 湖 北 天 門 人",313
863,"Wu Ying","吳 瑛"," 詹 同 太 平 人",312
864,"Wu Ying","吳 瑛"," 雪 嵋 長 洲 人",312
865,"Wu Ying","吳 瑛"," 瓊 華 嘉 興 人",312
866,"Wu Ying","吳 瑛"," 若 華 平 湖 人",312
867,"Wu Yonggai","吳 詠 陔"," 江 蘇 長 洲 人",313
868,"Wu Yonghe","吳 永 和"," 江 蘇 南 蘭 陵 人",301
869,"Wu Youxian","吳 又 仙"," 湖 南 長 沙 人",297
870,"Wu Yu","吳 瑜"," 江 蘇 孟 城 人",321
871,"Wu Yu","吳 圩"," 江 蘇 長 洲 人",302
872,"Wu Yuan","吳 瑗"," 江 蘇 無 錫 人",314
873,"Wu Yuanshan","吳 元 善"," 浙 江 嘉 興 人",301
874,"Wu Yuesu","吳 月 素"," 廣 東 吳 川 人",301
875,"Wu Yuhua","吳 玉 華"," 浙 江 安 吉 人",302
876,"Wu Yun","吳 沄"," 宜 興 人",102
877,"Wu Yunhua","吳 芸 華"," 江 西 東 鄉 人",304
878,"Wu Yunzhu","烏 雲 珠","  滿 州 人",816
879,"Wu Yushu","吳 玉 書"," 浙 江 嘉 興 白 苧 村 人",302
880,"Wu Yusun","吳 毓 蓀"," 浙 江 歸 安 人",314
881,"Wu Zao","吳 藻"," 浙 江 任 和 人",317
882,"Wu Zhangzhu","吳 掌 珠"," 浙 江 烏 程 人",310
883,"Wu Zhengsu","吳 正 肅"," 江 蘇 揚 州 人",301
884,"Wu Zhenjing","吳 貞 靜"," 安 徽 桐 城 人",307
885,"Wu Zhi","吳 芷"," 江 蘇 吳 縣 人",312
886,"Wu Zhichun","吳 芷 椿"," 江 蘇 華 亭 人",312
887,"Wu Zhixiu","吳 之 秀"," 河 南 光 州 人",298
888,"Wu Zhongyun","吳 中 芸"," 安 徽 桐 城 人",298
889,"Wu Zhuan","吳 撰"," 浙 江 嘉 興 人",311
890,"Wu Zhulin","吳 竹 鄰"," 湖 南 益 陽 人",302
891,"Wu Zongai","吳 宗 愛"," 浙 江 永 康 人",303
892,"Wu Zongxian","吳 宗 憲"," 浙 江 秀 水 人",303
893,"Wu Zongyan","吳 宗 彥"," 浙 江 長 興 人",303
894,"Wu Zongyi","伍 宗 儀"," 江 蘇 陽 湖 人",272
895,"Xi Huiwen","席 蕙 文"," 江 蘇 吳 縣 人",469
896,"Xi Huiwen","席 慧 文"," 河 南 澠 池 人",469
897,"Xi Jun","席 筠"," 江 蘇 常 熟 人",469
898,"Xi Linxu","西 林 旭"," 滿 州 人",814
899,"Xi Ruizhu (Xi Peilan)","席 繠 珠 （  席 佩 蘭 ）"," 江 蘇 昭 文 人",469
900,"Xi Shaofen","席 紹 芬"," 江 蘇 震 澤 人",468
901,"Xi Shi","席 氏"," 汲 縣 人",469
902,"Xi Xizuo","席 希 左"," 江 蘇 吳 縣 人",468
903,"Xi Yin","奚 音"," 江 蘇 太 倉 人",458
904,"Xi Yingwen","奚 潁 文"," 浙 江 錢 塘 人",458
905,"Xi Yu","席 鈺"," 江 蘇 笠 澤 人",468
906,"Xi Zhongtian","席 仲 田"," 江 蘇 常 熟 人",468
907,"Xia Juchu","夏 菊 初"," 江 蘇 吳 縣 人",458
908,"Xia Mingdang","夏 明 璫"," 湖 南 衡 陽 人",457
909,"Xia Mingwan","夏 明 琬"," 湖 南 衡 陽 人",457
910,"Xia Mingxiu","夏 明 琇"," 湖 南 衡 陽 人",457
911,"Xia Mingyao","夏 明 瑤"," 湖 南 衡 陽 人",457
912,"Xia Qingzao","夏 卿 藻"," 浙 江 嘉 興 人",458
913,"Xia shi","夏 氏 （ 沈 荊 璋 妻 ）"," 江 蘇 揚 州 人",458
914,"Xia Sun","夏 蓀"," 江 蘇 江 陰 人",458
915,"Xia Yialan","夏 伊 蘭"," 浙 江 錢 塘 人",457
916,"Xia Yunying","夏 雲 英"," 山 東 莒 州 人",137
917,"Xia Zhi","夏 沚"," 江 蘇 無 錫 人",458
918,"Xiang Cen","湘 岑"," 滿 州 人",817
919,"Xiang Heng","項 蘅"," 浙 江 錢 塘 人",654
920,"Xiang Jianzhang","項 繭 章"," 浙 江 錢 塘 人",653
921,"Xiang Lanzhen","項 蘭 貞"," 嘉 興 人",175
922,"Xiang Pei","項 佩"," 浙 江 秀 水 人",653
923,"Xiang Zhen","項 稹"," 浙 江 瑞 安 人",653
924,"Xiao Daoguan","蕭 道 管"," 福 建 候 官 人",768
925,"Xiao Hengzhen","蕭 恆 貞"," 江 西 高 安 人",768
926,"Xiao Jingyu","蕭 晶 玉"," 直 隸 薊 州 人",768
927,"Xiao Lianshan","蕭 蓮 衫"," 湖 北 武 昌 人",769
928,"Xiao Peiqiu","蕭 佩 秋"," 湖 南 醴 陵 人",767
929,"Xiao Sese","蕭 瑟 瑟","",69
930,"Xiao Youzhu","蕭 友 竹","",767
931,"Xiao Zhongxiu","蕭 忠 琇"," 四 川 綿 竹 人",768
932,"Xichun","熙 春"," 蒙 古 人",818
933,"Xie Caifan","謝 采 蘩"," 福 建 候 官 人",771
934,"Xie Chongan","謝 崇 安"," 四 川 樂 山 縣 人",772
935,"Xie Chongcheng","謝 崇 成"," 四 川 樂 山 縣 人",772
936,"Xie Daoyun","謝 道 韞","",10
937,"Xie Fangduan","謝 方 端"," 廣 東 陽 春 人",771
938,"Xie Fengzhu","謝 鳳 珠"," 福 建 德 化 人",773
939,"Xie Huiqing","謝 慧 卿","",66
940,"Xie Huizhen","謝 慧 貞"," 湖 南 長 沙 人",773
941,"Xie Jinqiu","謝 錦 秋"," 山 東 濟 寧 人",773
942,"Xie Jinyun","謝 錦 蘊"," 江 蘇 陽 湖 人",773
943,"Xie Lanyin","謝 蘭 因"," 江 蘇 元 和 人",774
944,"Xie Linying","謝 琳 英"," 福 建 清 流 人",772
945,"Xie Peishan","謝 佩 珊"," 江 西 宜 黃 人",771
946,"Xie Pinchun","謝 顰 春"," 浙 江 上 虞 人",774
947,"Xie Shaozhen","謝 紹 貞"," 湖 北 沔 陽 人",772
948,"Xie shi","謝 氏 （ 李 英 萼 妻 ）"," 山 東 費 縣 人",774
949,"Xie shi","謝 氏 （ 林 某 妻 ）"," 福 建 人",774
950,"Xie shi","謝 氏 （ 廬 秋 水 妻 ）"," 揚 州 人",206
951,"Xie Shi","謝 氏"," 松 江 人",205
952,"Xie Shuqing","謝 淑 清","",772
953,"Xie Shuxin","謝 漱 馨"," 江 西 宜 黃 人",773
954,"Xie Suzhen","謝 素 真"," 浙 江 餘 姚 人",771
955,"Xie Wanxiang","謝 浣 湘"," 福 建 詔 安 人",772
956,"Xie Wuniang","謝 五 娘"," 海 陽 人",204
957,"Xie Xian","謝 咸"," 浙 江 仁 和 人",771
958,"Xie Xianci","謝 賢 慈"," 廣 西 臨 桂 人",773
959,"Xie Xiangtang","謝 香 塘"," 浙 江 平 陽 人",771
960,"Xie Ximeng","謝 希 孟","",65
961,"Xie Ying","謝 瑛"," 江 蘇 無 錫 人",773
962,"Xie Zongyun","謝 宗 蘊"," 浙 江 上 虞 人",771
963,"Xiguang","希 光"," 滿 州 人",814
964,"Xin Si","辛 絲"," 山 西 靈 石 人",375
965,"Xin Suxia","辛 素 霞"," 江 西 萬 載 人",375
966,"Xin Xiao","辛 嘯","",8
967,"Xing Cijing","邢 慈 靜"," 臨 邑 人",121
968,"Xing Shi","邢 氏 （ 季 炬 妻 ）"," 直 隸 吳 橋 人",375
969,"Xing Shunde","邢 順 德"," 山 東 陵 縣 人",375
970,"Xingfen","杏 芬"," 蒙 古 人",814
971,"Xinggang","行 剛 （ 胡 氏 ）"," 浙 江 嘉 興 人",820
972,"Xiong Huiyuan","熊 惠 媛"," 湖 南 長 沙 人",700
973,"Xiong Jiaying","熊 嘉 潁"," 江 蘇 江 寧 人",699
974,"Xiong Lian","熊 璉"," 江 蘇 同 皋 人",699
975,"Xiong Mei","熊 湄"," 江 蘇 昆 山 人",698
976,"Xiong Rongqing","熊 蓉 卿"," 湖 南 長 沙 人",700
977,"Xiong Xianghui","熊 象 慧"," 安 徽 潛 山 人",699
978,"Xiong Yefei","熊 業 飛"," 廣 東 電 白 人",191
979,"Xiong Yuhui","熊 毓 慧"," 江 西 新 建 人",700
980,"Xiong Zhaolan","熊 兆 蘭"," 湖 南 瀏 陽 人",698
981,"Xiuqing","秀 卿"," 江 蘇 吳 縣 名 妓",824
982,"Xu Anji","徐 安 吉"," 浙 江 上 虞 人",472
983,"Xu Bai","徐 柏"," 浙 江 海 寧 人",474
984,"Xu Baohui","徐 寶 輝"," 浙 江 嘉 興 人",482
985,"Xu Bingsu","許 冰 素"," 江 蘇 長 洲 洞 庭 人",559
986,"Xu Bingyu","許 冰 玉"," 江 蘇 常 熟 人",559
987,"Xu Caixia","徐 彩 霞","",475
988,"Xu Can","徐 璨"," 江 蘇 蘇 州 人",481
989,"Xu Chen","許 琛"," 福 建 候 官 人",563
990,"Xu Chuangui","許 傳 媯"," 浙 江 餘 姚 人",563
991,"Xu Chuwan","許 楚 畹"," 江 蘇 元 和 人",563
992,"Xu Chuyun","徐 楚 雲"," 浙 江 山 陰 人",478
993,"Xu DePin","許 德 蘋"," 江 蘇 吳 縣 人",565
994,"Xu Deying","徐 德 英"," 莆 田 人",144
995,"Xu Deyuan","許 德 瑗"," 福 建 晉 江 人",565
996,"Xu Deyun","許 德 蘊 （  徐 乃 昌 妻  ）","  浙 江 仁 和 人",565
997,"Xu Deyun","許 德 蘊 （  夏 穗 卿 妻  ）","  浙 江 德 清 人",566
998,"Xu Dezhen","許 德 禎"," 江 蘇 興 化 人",565
999,"Xu Dingxu","許 定 需"," 江 蘇 長 洲 人",560
1000,"Xu Ermian","徐 爾 勉"," 江 蘇 江 都 人",479
1001,"Xu Fan","徐 範"," 浙 江 嘉 興 人",145
1002,"Xu Fan","許 蕃"," 浙 江 海 寧 人",567
1003,"Xu Fangxiao","許 芳 曉"," 貴 州 貴 筑 人",560
1004,"Xu Feiyun","許 飛 雲"," 江 蘇 吳 縣 人",561
1005,"Xu Fengxiao","許 鳳 簫"," 安 徽 宿 松 人",565
1006,"Xu Fuquan","許 馥 荃"," 福 建 長 樂 人",568
1007,"Xu Fuzhi","許 福 祉"," 福 建 閩 縣 人",564
1008,"Xu Gu","徐 榖"," 浙 江 德 清 人",479
1009,"Xu Heng","許 蘅"," 福 建 福 州 人",570
1010,"Xu Hengbo","徐 橫 杷"," 江 蘇 上 元 人",479
1011,"Xu Henghe","徐 恆 和"," 浙 江 海 鹽 人",473
1012,"Xu Hua","徐 華"," 安 徽 南 陵 人",476
1013,"Xu Huacun","許 華 存"," 安 徽 懷 慶 人",563
1014,"Xu Huanghou","徐 皇 后"," 濠 人",138
1015,"Xu Huanzhu","許 還 珠"," 福 建 候 官 人",567
1016,"Xu Huazhi","徐 華 芝"," 江 蘇 吳 縣 人",476
1017,"Xu Huiyin","徐 慧 因"," 安 徽 霍 丘 人",479
1018,"Xu Huizhen","徐 蕙 貞"," 浙 江 石 門 人",480
1019,"Xu Jian","徐 簡"," 浙 江 嘉 興 人",482
1020,"Xu Jian","徐 蕑"," 江 蘇 陽 湖 人",480
1021,"Xu Jiayi","許 嘉 儀"," 江 蘇 華 亭 人",564
1022,"Xu Jilan","許 季 蘭"," 福 建 候 官 人",560
1023,"Xu Jin","徐 錦"," 浙 江 秀 水 人",480
1024,"Xu Jingan","徐 靜 安"," 浙 江 烏 程 人",480
1025,"Xu Jingfan","許 景 樊"," 朝 鮮 人",165
1026,"Xu Jinghong","徐 驚 鴻"," 金 陵 妓",147
1027,"Xu Jinglan","許 景 蘭"," 朝 鮮 人",563
