"hwkID","NamePY","NameHZ","Region","Page"
1028,"Xu Jingqing","許 靜 卿"," 陝 西 延 安 人",567
1029,"Xu Jingyuan","徐 靜 媛"," 江 蘇 常 熟 人",481
1030,"Xu Jiu","徐 玖"," 江 蘇 吳 江 人",472
1031,"Xu Lan","許 蘭"," 江 蘇 常 熟 人",570
1032,"Xu Lanchu","徐 蘭 初"," 江 蘇 元 和 人",482
1033,"Xu Lanqing","徐 蘭 清"," 江 蘇 松 陵 人",482
1034,"Xu Ma","許 麻"," 江 蘇 吳 縣 人",570
1035,"Xu Maohui","徐 懋 蕙"," 江 蘇 華 亭 人",481
1036,"Xu Mei","許 眉"," 廣 西 人",560
1037,"Xu Menglan","徐 夢 蘭"," 江 蘇 昆 山 人",478
1038,"Xu Mengxian","徐 孟 賢"," 浙 江 烏 程 人",472
1039,"Xu Mengxian","許 孟 嫻"," 江 蘇 婁 東 人",559
1040,"Xu Nanpin","徐 南 蘋"," 安 徽 歙 縣 人",474
1041,"Xu Pingzhi","徐 平 之"," 廣 西 桂 林 人",471
1042,"Xu Qi","許 祁"," 浙 江 錢 塘 人",560
1043,"Xu Qibao","徐 小 寶"," 安 徽 歙 縣 人",470
1044,"Xu Qinghua","徐 清 華"," 江 蘇 無 錫 人",475
1045,"Xu Qiongsi","許 瓊 思"," 江 蘇 吳 江 黎 里 人",568
1046,"Xu Qishi","許 綺 詩"," 浙 江 海 寧 人",564
1047,"Xu Quan","許 權"," 江 西 九 江 人",570
1048,"Xu Renya","徐 人 雅"," 浙 江 海 鹽 人",470
1049,"Xu Rouzhi","徐 柔 之"," 江 蘇 昆 山 人",474
1050,"Xu Ruhui","徐 如 蕙"," 湖 北 漢 陽 人",472
1051,"Xu Ruiyun","許 瑞 雲"," 江 蘇 金 山 人",563
1052,"Xu shi","徐 氏","",56
1053,"Xu shi","徐 氏 （ 印 鴻 玉 妻 ）"," 浙 江 海 鹽 人",483
1054,"Xu shi","徐 氏 （ 耿 鳴 世 妻 ）"," 長 山 人",147
1055,"Xu shi","徐 氏 （ 董 承 勳 妻 ）"," 浙 江 石 門 人",483
1056,"Xu shi","徐 氏 （ 紀 沂 春 妻 ）"," 浙 江 烏 程 人",483
1057,"Xu shi","徐 氏 （ 馮 愿 妻 ）"," 江 蘇 昆 山 人",483
1058,"Xu shi","徐 氏 （ 鄒 萃 榮 妻 ）"," 江 蘇 武 進 人",483
1059,"Xu shi","徐 氏 （ 陳 嗜 卿 妻 ）"," 浙 江 嘉 興 人",483
1060,"Xu shi","徐 氏 （  秦  振 才 妻 ）"," 江 蘇 常 州 人",483
1061,"Xu shi","徐 氏 （  封 文 棣 妻  ）"," 江 蘇 婁 縣 寂 澤 人",483
1062,"Xu shi","許 氏","",60
1063,"Xu shi","許 氏 （ 王 孫 芳 妻 ）"," 江 蘇 常 熟 人",570
1064,"Xu shi","許 氏 （ 陳 義 繼 妻 ）"," 浙 江 蕭 山 人",570
1065,"Xu shi","許 氏 〔 袁 子 洙 凄 ）","",570
1066,"Xu Shu","徐 舒"," 江 蘇 常 州 人",477
1067,"Xu Shu","徐 淑","",2
1068,"Xu Shu","徐 淑 （ 景 淑 ）"," 江 蘇 吳 縣 人",474
1069,"Xu Shu","徐 淑 （ 慈 岩 ）"," 江 蘇 吳 縣 人",474
1070,"Xu Shuan","徐 淑 安"," 浙 江 嘉 興 人",475
1071,"Xu Shuhui","許 淑 慧"," 江 蘇 青 浦 人",562
1072,"Xu Shuxiu","徐 淑 秀"," 丁 娘 ， 建 安 人",475
1073,"Xu Shuxiu","徐 淑 秀 （ 昭 陽 遺 子 ）","",475
1074,"Xu Shuying","徐 淑 英"," 福 建 莆 田 人",142
1075,"Xu Shuze","徐 淑 則"," 浙 江 錢 塘 人",474
1076,"Xu Shuzhen","徐 淑 貞"," 山 東 人",475
1077,"Xu Shuzhen","許 淑 真"," 貴 州 金 筑 人",563
1078,"Xu Sizheng","許 嗣 徵"," 江 西 宜 黃 人",563
1079,"Xu Songzhu","許 誦 珠"," 浙 江 海 寧 人",564
1080,"Xu Tong","許 桐"," 浙 江 山 陰 人",562
1081,"Xu Wan","徐 婉"," 安 徽 南 陵 人",476
1082,"Xu Wanxiang","徐 畹 香"," 江 蘇 吳 縣 人",476
1083,"Xu Wanzhi","徐 畹 芝"," 江 蘇 江 陰 人",476
1084,"Xu Wenfan","徐 文 璠"," 廣 東 人",471
1085,"Xu Wenlin","徐 文 琳"," 江 蘇 吳 縣 人",471
1086,"Xu Wenwan","許 文 婉","",558
1087,"Xu Wenzhi","徐 文 止"," 江 蘇 吳 縣 人",470
1088,"Xu Xian","徐 賢"," 江 蘇 奉 賢 人",480
1089,"Xu Xianan","徐 咸 安"," 浙 江 桐 鄉 人",473
1090,"Xu Xiang","徐 湘"," 江 蘇 吳 縣 人",477
1091,"Xu Xiangshi","徐 湘 士"," 浙 江 吳 興 人",477
1092,"Xu Xiaoji","徐 小 季","",1
1093,"Xu Xiaoluo","徐 小 螺"," 江 蘇 吳 江 黎 里 人",470
1094,"Xu Xiaoyun","許 小 蘊"," 廣 東 番 禺 人",557
1095,"Xu Xishen","許 禧 身"," 浙 江 錢 塘 人",567
1096,"Xu Xiufang","徐 秀 芳"," 江 蘇 吳 江 黎 里 人",472
1097,"Xu Xiulin","徐 秀 林"," 江 蘇 興 化 人",472
1098,"Xu Xiuzhen","許 秀 貞"," 貴 州 金 筑 人",560
1099,"Xu Xizhen","徐 熙 珍"," 浙 江 海 寧 人",479
1100,"Xu Xuan","徐 璇"," 江 蘇 陽 湖 人",479
1101,"Xu Xuewei","徐 學 衛"," 浙 江 會 稽 人",480
1102,"Xu Xuewei","許 學 衛"," 浙 江 錢 塘 人",566
1103,"Xu Xueyun","許 學 蘊"," 浙 江 錢 塘 人",566
1104,"Xu Yanjin","許 延 錦"," 浙 江 錢 塘 人",560
1105,"Xu Yanreng","許 延 礽"," 浙 江 仁 和 人",560
1106,"Xu Yanzhen","許 燕 珍"," 安 徽 合 肥 人",566
1107,"Xu Yao","徐 瑤"," 江 蘇 常 熟 人",478
1108,"Xu Yaoguang","徐 瑤 光"," 江 蘇 江 陰 人",478
1109,"Xu Yasheng","徐 雅 笙"," 福 建 閩 縣 人",477
1110,"Xu Yeying","徐 葉 英"," 廣 東 南 海 人",471
1111,"Xu Yezhao","徐 葉 昭"," 浙 江 烏 程 人",478
1112,"Xu Yifen","徐 宜 芬"," 浙 江 海 鹽 人",472
1113,"Xu Yiming","徐 一 鳴"," 浙 江 德 清 人",470
1114,"Xu Ying","徐 瑩"," 浙 江 海 寧 人",479
1115,"Xu Ying","徐 應"," 江 蘇 吳 江 人",481
1116,"Xu Ying","徐 瀛"," 江 蘇 吳 江 人",482
1117,"Xu Ying","許 英"," 梅 村 錢 塘 人",560
1118,"Xu Ying","許 英 （ 趙 偉 枚 妻 ）"," 浙 江 錢 塘 人",560
1119,"Xu Yingkun","徐 應 坤"," 江 蘇 同 皋 人",481
1120,"Xu Yingyu","徐 映 玉"," 江 蘇 昆 山 人",478
1121,"Xu Yuan","徐 媛"," 長 洲 人",142
1122,"Xu Yuan","許 淵"," 浙 江 海 寧 人",563
1123,"Xu Yuan","徐 源"," 浙 江 嘉 興 人",477
1124,"Xu Yuanchun","許 元 淳"," 浙 江 仁 和 人",558
1125,"Xu Yuanduan","徐 元 端"," 江 蘇 揚 州 人",470
1126,"Xu Yuanjie","許 元 潔"," 浙 江 仁 和 人",558
1127,"Xu Yuchen","許 玉 晨"," 江 蘇 華 亭 人",558
1128,"Xu Yufen","許 玉 芬"," 浙 江 海 寧 人",558
1129,"Xu Yufeng","徐 玉 娑"," 浙 江 慈 谿 人",471
1130,"Xu Yujun","許 玉 筠"," 江 蘇 昆 山 人",558
1131,"Xu Yunhui","許 韞 輝"," 江 蘇 常 熟 人",569
1132,"Xu Yunlan","許 韻 蘭"," 浙 江 海 昌 人",569
1133,"Xu Yuqin","徐 玉 琴"," 江 蘇 昆 山 人",471
1134,"Xu Yuru","徐 玉 如"," 江 蘇 昆 山 人",471
1135,"Xu Yuxin","徐 裕 馨"," 浙 江 錢 塘 人",476
1136,"Xu Yuyin","徐 玉 湮"," 江 蘇 武 進 人",471
1137,"Xu Zaipu","許 在 璞"," 江 蘇 常 熟 人",559
1138,"Xu Zao","許 藻"," 浙 江 海 寧 人",569
1139,"Xu Zhaohua","徐 昭 華"," 浙 江 上 虞 人",473
1140,"Xu Zhen","徐 貞"," 浙 江 平 湖 人",474
1141,"Xu Zhenyi","徐 貞 宜","",474
1142,"Xu Zhi","徐 芷"," 浙 江 烏 程 人",477
1143,"Xu Zhiwen","許 之 文"," 浙 江 錢 塘 人",558
1144,"Xu Zhonghuang","徐 仲 簧"," 江 蘇 南 匯 人",472
1145,"Xu Zhongyi","許 仲 儀"," 安 徽 廬 州 人",558
1146,"Xu Zhu","許 珠"," 江 蘇 吳 江 人",562
1147,"Xue Fuyuan","薛 福 媛"," 江 蘇 常 州 人",770
1148,"Xue Juan","薛 娟"," 江 蘇 荊 溪 人",769
1149,"Xue Lanying  (Xue Huiying)","薛 蘭 英 （ 薛 蕙 英 )","",78
1150,"Xue Qiong","薛 瓊"," 江 蘇 無 錫 人",770
1151,"Xue Qiongqiong","薛 瓊 瓊"," 湖 南 人",204
1152,"Xue Shaohui","薛 紹 徽"," 福 建 候 官 人",769
1153,"Xue Su","薛 素"," 吳 郡 人",203
1154,"Xue Tao","薛 濤","",33
1155,"Xue Xuan","薛 璇","",770
1156,"Xue Zaowen","薛 藻 文"," 西 安 人",770
1157,"Xuelan","雪 蘭"," 浙 江 人",825
1158,"Xueping Nushi","雪 平 女 士"," 甘 肅 蘭 州 人",825
1159,"Yan Chenghua","嚴 澂 華"," 浙 江 桐 鄉 人",794
1160,"Yan Dian","嚴 鈿"," 浙 江 桐 鄉 人",794
1161,"Yan Fuping","嚴 賦 萍"," 浙 江 桐 鄉 人",794
1162,"Yan Heng","嚴 蘅"," 浙 江 仁 和 人",795
1163,"Yan Huaixiong","嚴 懷 熊"," 浙 江 餘 杭 人",795
1164,"Yan Jueying","嚴 玨 英"," 江 蘇 元 和 人",793
1165,"Yan Liu","顏 鉚"," 山 東 武 城 人",787
1166,"Yan Peifang","顏 佩 芳"," 浙 江 桐 鄉 人",787
1167,"Yan Qiongqiong","嚴 瓊 瓊"," 江 蘇 昆 山 人",795
1168,"Yan Renlan","顏 紉 蘭"," 廣 東 連 平 人",787
1169,"Yan Ruihua","嚴 瑞 華"," 雲 南 人",794
1170,"Yan Ruizhu","嚴 蕊 珠"," 江 蘇 元 和 人",794
1171,"Yan Shanshan","嚴 珊 珊"," 江 蘇 無 錫 人",793
1172,"Yan Sheng","嚴 乘"," 江 蘇 長 洲 人",793
1173,"Yan shi","言 氏","",120
1174,"Yan shi","顏 氏"," 恤 緯 老 人  山 東 曲 阜 人",787
1175,"Yan shi","嚴 氏 （ 與 芸 暉 妻 ）"," 安 徽 含 山 人",796
1176,"Yan shi","嚴 氏 （ 候 伊 秉 妻 ）"," 江 蘇 無 錫 人",796
1177,"Yan Shouci","嚴 壽 慈"," 浙 江 桐 鄉 人",794
1178,"Yan Songxuan","嚴 頌 萱"," 浙 江 桐 鄉 人",794
1179,"Yan Tanyun","嚴 曇 雲"," 江 蘇 常 熟 人",795
1180,"Yan Tiao","嚴 迢"," 雲 南 宜 良 人",793
1181,"Yan Wansi","顏 畹 思"," 浙 江 桐 鄉 人",787
1182,"Yan Wen","嚴 文"," 浙 江 烏 程 人",792
1183,"Yan Xingzheng","嚴 杏 徵"," 浙 江 桐 鄉 人",793
1184,"Yan Xinzhen","宴 訢 真","",484
1185,"Yan Yonghua","嚴 永 華"," 浙 江 桐 鄉 人",792
1186,"Yan Yueyao","嚴 月 瑤","",792
1187,"Yan Zengzhu","嚴 曾 杼"," 浙 江 仁 和 人",793
1188,"Yan Zhaohua","嚴 昭 華"," 浙 江 桐 鄉 人",793
1189,"Yan Zhen","嚴 鍼"," 浙 江 桐 鄉 人",795
1190,"Yan Zhongzhen","言 忠 貞"," 江 蘇 常 熟 人",374
1191,"Yang Che","楊 徹"," 吳 縣 人",185
1192,"Yang Cuichou","楊 翠 疇"," 江 蘇 甘 泉 人",677
1193,"Yang Cun","楊 存"," 浙 江 鄞 縣 人",672
1194,"Yang Fang","楊 舫"," 江 西 湖 口 人",674
1195,"Yang Fang","楊 芳"," 江 蘇 青 浦 人",185
1196,"Yang Fen","楊 芬"," 江 蘇 長 洲 人",672
1197,"Yang Fengshu","楊 鳳 姝"," 江 蘇 吳 縣 人",677
1198,"Yang Fengxiang","楊 鳳 祥"," 江 蘇 無 錫 人",677
1199,"Yang Gui","楊 珪","",63
1200,"Yang Hanhui","楊 含 輝"," 江 蘇 武 進 人",671
1201,"Yang Hualiu","楊 華 留"," 江 蘇 松 江 人",676
1202,"Yang Huiqing","楊 蕙 卿"," 浙 江 嘉 興 人",678
1203,"Yang Ji","楊 吉","",63
1204,"Yang Jiangzi","楊 絳 子"," 浙 江 嘉 興 人",676
1205,"Yang Jiduan","楊 繼 端"," 四 川 遂 寧 人",679
1206,"Yang Jinhua","楊 瑾 華"," 江 蘇 陽 湖 人",677
1207,"Yang Kegong","楊 克 恭"," 江 蘇 江 都 人",671
1208,"Yang Keshun","楊 克 順"," 江 蘇 江 都 人",672
1209,"Yang Lianshi","楊 蓮 士"," 福 建 人",678
1210,"Yang Lianzhi","楊 璉 之"," 貴 州 鎮 遠 人",677
1211,"Yang Meigao","楊 渼 皋"," 福 建 連 城 人",675
1212,"Yang Qianzhen","楊 謙 珍"," 湖 北 漢 陽 人",678
1213,"Yang Qingcai","楊 清 材"," 浙 江 歸 安 人",675
1214,"Yang Qingzhen","楊 慶 珍"," 浙 江 嘉 興 人",677
1215,"Yang Qionghua","楊 瓊 華"," 漢 軍 人",678
1216,"Yang Qiuhui","楊 秋 輝"," 江 蘇 無 錫 人",673
1217,"Yang Quanyin","楊 全 蔭"," 江 蘇 常 熟 人",671
1218,"Yang Ruizhen","楊 瑞 貞"," 江 蘇 金 山 人",676
1219,"Yang Shanshan","楊 珊 珊"," 浙 江 山 陰 人",673
1220,"Yang Shenhui","楊 慎 徽"," 山 東 膠 州 人",676
1221,"Yang shi","楊 氏","",31
1222,"Yang shi","楊 氏","",32
1223,"Yang shi","楊 氏 （ 湯 荀 業 妻 ）"," 江 蘇 武 進 人",680
1224,"Yang shi","楊 氏 （ 曹 有 光 妻 ）"," 浙 江 海 寧 人",680
1225,"Yang shi","楊 氏 （ 俞 文 輝 妻 ）"," 浙 江 錢 塘 人",679
1226,"Yang shi","楊 氏 （ 王 靜 岩 妻 ）"," 江 蘇 江 都 人",680
1227,"Yang shi","楊 氏 （ 周 文 杲 妻 ）"," 江 蘇 嘉 定 人",680
1228,"Yang shi","楊 氏 （ 劉 墨 池 妻 ）","",680
1229,"Yang shi","楊 氏 （ 談 寶 鴻 妻 ）"," 江 蘇 清 河 人",680
1230,"Yang shi","楊 氏 （ 莊 新 渠 妻 ）"," 江 蘇 武 進 人",680
1231,"Yang shi","楊 氏 （ 羅 世 振 妻 ）"," 湖 南 新 化 人",679
1232,"Yang shi","楊 氏 （ 油 常 妹 ）","",680
1233,"Yang Shoufan","楊 守 範"," 浙 江 海 寧 人",671
1234,"Yang Shoujian","楊 守 儉"," 浙 江 海 寧 人",671
1235,"Yang Shouxian","楊 守 嫻"," 浙 江 海 寧 人",671
1236,"Yang Shouyu","楊 守 愚"," 浙 江 海 寧 人",671
1237,"Yang Shufeng","楊 淑 鳳"," 湖 南 長 沙 人",675
1238,"Yang Shuhui","楊 書 蕙"," 湖 南 長 沙 人",673
1239,"Yang Shulan","楊 書 蘭"," 湖 南 長 沙 人",673
1240,"Yang Shuying","楊 淑 英"," 江 蘇 嘉 定 人",675
1241,"Yang Shuzhen","楊 淑 貞"," 四 川 金 堂 人",675
1242,"Yang Suhua","楊 素 華"," 浙 江 秀 水 人",674
1243,"Yang Sushu","楊 素 書"," 號 種 竹 人",674
1244,"Yang Sushu","楊 素 書"," 韻 芬 錢 塘 人",674
1245,"Yang Suying","楊 素 英"," 浙 江 秀 水 人",674
1246,"Yang Suzhong","楊 素 中"," 浙 江 秀 水 人",674
1247,"Yang Taihou","楊 太 后","",61
1248,"Yang Tiansun","楊 天 孫"," 江 蘇 吳 縣 人",670
1249,"Yang Wan","楊 宛"," 長 干 妓",183
1250,"Yang Wan","楊 琬"," 江 蘇 金 匱 人",676
1251,"Yang Wanchai","楊 畹 釵"," 江 蘇 寶 山 人",677
1252,"Yang Wenlan","楊 文 蘭"," 浙 江 秀 水 楊 溪 人",670
1253,"Yang Wenli","楊 文 儷"," 任 和 人",183
1254,"Yang Wenxie","楊 文 偕"," 江 蘇 江 陰 人",670
1255,"Yang Xingxing","楊 富 富"," 江 西 德 化 人",675
1256,"Yang Xingzhou","楊 荇 洲"," 湖 南 長 沙 人",674
1257,"Yang Xiu","楊 琇"," 浙 江 錢 塘 人",676
1258,"Yang Xiuzhu","楊 秀 珠"," 福 建 閩 縣 人",672
1259,"Yang Xuanhua","楊 璿 華"," 江 蘇 陽 湖 人",678
1260,"Yang Yan","楊 琰","",185
1261,"Yang Yulian","楊 玉 蓮"," 陝 西 涇 陽 人",670
1262,"Yang Yun","楊 芸"," 江 蘇 金 匱 人",672
1263,"Yang Yunhui","楊 蘊 輝"," 江 蘇 金 匱 人",678
1264,"Yang Yuniang","楊 玉 娘"," 福 建 建 寧 人",670
1265,"Yang Yunlan","楊 員 蘭"," 江 西 清 江 杭 溪 人",679
1266,"Yang Yuxiang","楊 雨 香"," 漢 軍 人",673
1267,"Yang Zao","楊 藻"," 江 蘇 無 錫 人",679
1268,"Yang Zhaohong","楊 照 虹"," 江 蘇 常 熟 人",676
1269,"Yang Zhenshu","楊 貞 淑"," 江 蘇 毘 陵 人",673
1270,"Yang Zhi","楊 芝"," 江 蘇 長 洲 人",672
1271,"Yang Zhiwen","楊 志 溫"," 江 蘇 無 錫 人",672
1272,"Yangyizhai Nushi","鄱 易 齋 女 史","  滿 州 人",818
1273,"Yanzha shi","顏 札 氏"," 滿 州 人",818
1274,"Yao Biqin","姚 碧 琴"," 燕 人",420
1275,"Yao Chuying","姚 楚 英"," 江 蘇 南 匯 人",420
1276,"Yao Daru","姚 大 儒"," 浙 江 桐 鄉 人",416
1277,"Yao Deyao","姚 德 耀"," 安 徽 桐 城 人",421
1278,"Yao Duan","姚 端"," 浙 江 德 清 人",420
1279,"Yao Fengqiao","姚 鳳 翹"," 安 徽 桐 城 人",421
1280,"Yao Fengyi","姚 鳳 儀"," 安 徽 桐 城 人",421
1281,"Yao Fuqing","姚 芙 卿"," 安 徽 桐 城 人",418
1282,"Yao Guixin","姚 桂 心"," 江 蘇 金 山 人",418
1283,"Yao Hongchai","姚 鴻 釵"," 江 蘇 常 熟 人",422
1284,"Yao Honghui","姚 鴻 慧"," 江 蘇 常 熟 人",422
1285,"Yao Hongqian","姚 鴻 倩"," 江 蘇 常 熟 人",422
1286,"Yao Hongyu","姚 鴻 玉"," 江 蘇 常 熟 人",422
1287,"Yao Jingfen","姚 靜 芬"," 安 徽 歙 縣 人",421
1288,"Yao Jingxian","姚 靜 嫻"," 江 蘇 華 亭 人",422
1289,"Yao Jingzhen","姚 景 貞","",420
1290,"Yao Lingze","姚 令 則"," 浙 江 仁 和 人",417
1291,"Yao Moxian","姚 墨 仙"," 江 蘇 金 山 人",421
1292,"Yao Qinghua","姚 卿 華"," 安 徽 桐 城 人",418
1293,"Yao Qiqing","姚 其 慶"," 江 蘇 南 匯 人",417
1294,"Yao Qishen","姚 其 慎"," 江 蘇 南 匯 人",417
1295,"Yao Qixia","姚 棲 霞"," 江 蘇 吳 江 人",419
1296,"Yao Qixia","藥 綺 霞"," 安 徽 桐 城 人",421
1297,"Yao Rui","姚 汭"," 江 蘇 吳 江 人",417
1298,"Yao Ruoheng","姚 若 蘅"," 安 徽 桐 城 人",418
1299,"Yao shaoe","姚 少 娥"," 秀 州 人",132
1300,"Yao shi","姚 氏 （ 張 英 妻 ）"," 安 徽 桐 城 人",423
1301,"Yao shi","姚 氏 （ 王 紱 妻 ）"," 太 倉 人",132
1302,"Yao shi","姚 氏 （ 李 睿 通 妻 ）"," 直 隸 高 陽 人",423
1303,"Yao shi","姚 氏 （ 顧 某 泣 ）"," 浙 江 桐 鄉 人",423
1304,"Yao shi","姚 氏 （ 馬 方 思 妻 ）"," 安 徽 桐 城 人",422
1305,"Yao Shijian","姚 世 鑑"," 浙 江 歸 安 人",417
1306,"Yao Shu","姚 淑"," 江 蘇 江 寧 人",419
1307,"Yao Su","姚 素"," 安 徽 桐 城 人",418
1308,"Yao Sugui","姚 素 珪"," 江 蘇 常 熟 人",419
1309,"Yao Suyu","姚 素 玉"," 漢 軍 正 白 旗 人",419
1310,"Yao Wan","姚 宛"," 安 徽 桐 城 人",418
1311,"Yao Wanzhen","姚 畹 真"," 江 蘇 海 虞 人",420
1312,"Yao Wenyu","姚 文 玉"," 浙 江 仁 和 人",416
1313,"Yao Xialing","姚 霞 齡"," 浙 江 錢 塘 人",422
1314,"Yao Xianxia","姚 僊 霞"," 浙 江 秀 水 人",420
1315,"Yao Yaoqin","姚 瑤 琴"," 直 隸 邯 鄲 人",420
1316,"Yao Yijing","姚 益 敬"," 浙 江 烏 程 人",419
1317,"Yao Yilin","姚 益 麟"," 浙 江 烏 程 人",419
1318,"Yao Yizhuang","姚 儀 莊"," 江 蘇 吳 江 人",421
1319,"Yao Yundi","姚 允 迪"," 江 蘇 金 山 人",416
1320,"Yao Yunqing","姚 雲 卿"," 江 蘇 吳 縣 人",420
1321,"Yao Yuzhi","姚 玉 芝"," 浙 江 錢 塘 人",417
1322,"Ye Bao","葉 包"," 江 蘇 蘇 州 人",683
1323,"Ye Bihua","葉 璧 華"," 廣 東 嘉 應 人",687
1324,"Ye Chen","葉 辰"," 江 蘇 吳 縣 人",683
1325,"Ye Danyi","葉 澹 宜"," 浙 江 仁 和 人",687
1326,"Ye Ding","葉 定"," 浙 江 秀 水 人",684
1327,"Ye Fang","葉 舫"," 江 蘇 吳 縣 人",685
1328,"Ye Fen","葉 枌"," 江 蘇 昆 山 人",685
1329,"Ye Fengwei","葉 鳳 威"," 江 蘇 嘉 定 人",686
1330,"Ye Fuzhen","葉 福 貞"," 四 川 成 都 人",686
1331,"Ye Fuzhi","葉 福 芝"," 浙 江 歸 安 若 溪 人",685
1332,"Ye Hanxian","葉 翰 仙"," 浙 江 仁 和 人",687
1333,"Ye Hongxiang","葉 宏 緗"," 江 蘇 昆 山 人",684
1334,"Ye Huiguang","葉 慧 光"," 江 蘇 南 匯 人",686
1335,"Ye Huixin","葉 蕙 心"," 江 蘇 甘 泉 人",686
1336,"Ye Huizhu","葉 慧 珠"," 浙 江 臨 海 人",686
1337,"Ye Jingke","葉 靜 付"," 河 南 項 城 人",687
1338,"Ye Jingyi","葉 靜 宜"," 浙 江 仁 和 人",687
1339,"Ye Jinzhi","葉 金 支"," 江 蘇 南 匯 人",684
1340,"Ye Juan","葉 娟"," 浙 江 錢 塘 人",685
1341,"Ye Junjie","葉 俊 傑"," 湖 北 江 夏 人",684
1342,"Ye Langu","葉 蘭 谷"," 江 蘇 昆 山 人",687
1343,"Ye Lanzhen","葉 蘭 貞"," 浙 江 蕭 山 人",687
1344,"Ye Lingyi","葉 令 儀"," 浙 江 歸 安 人",683
1345,"Ye Shaolian","葉 少 蓮"," 浙 江 慈 谿 人",683
1346,"Ye shi","葉 氏 （ 葛 葉 仲 妻 ）"," 江 蘇 昆 山 人",688
1347,"Ye shi","葉 氏 （ 張 源 洪 妻 ）"," 江 蘇 吳 江 人",688
1348,"Ye shi","葉 氏 （ 趙 贊 元 妻 ）"," 浙 江 錢 塘 人",688
1349,"Ye shi","葉 氏 （ 王 爽 妻 ）"," 福 清 人",188
1350,"Ye Shishun","葉 世 順"," 江 蘇 嘉 定 人",683
1351,"Ye Suniang","葉 素 孃"," 浙 江 臨 海 人",685
1352,"Ye Wanfang","葉 畹 芳"," 江 蘇 長 洲 人",686
1353,"Ye Wanwan","葉 紈 紈"," 吳 江 人",187
1354,"Ye Wanxi","葉 宛 西"," 浙 江 仁 和 人",684
1355,"Ye Wenlan","葉 文 蘭"," 江 蘇 長 洲 人",683
1356,"Ye Xiaoluan","葉 小 鸞"," 吳 江 人",186
1357,"Ye Xiaowan","葉 小 紈"," 吳 江 人",186
1358,"Ye Xing","葉 星 （ 福 建 妓 ）","",684
1359,"Ye Ying","葉 英"," 江 蘇 松 江 人",685
1360,"Ye Yuanqin","葉 元 琴"," 安 徽 懷 寧 人",683
1361,"Ye Yuhua","葉 矞 華"," 江 蘇 吳 江 人",687
