"wcID","workID","poetID","role","date"
1063,251,214,"主要作者",""
1064,252,4227,"主要作者",""
1065,253,1061,"主要作者",""
1066,254,2639,"主要作者",""
1067,255,6486,"主要作者",""
1068,256,6487,"主要作者",""
1069,257,1564,"主要作者",""
1070,258,3994,"主要作者",""
1071,260,3643,"主要作者",""
1072,261,4006,"主要作者",""
1073,262,1919,"主要作者",""
1074,263,212,"主要作者",""
1075,264,6489,"主要作者",""
1076,266,5937,"主要作者",""
1077,259,6488,"主要作者",""
1078,267,6736,"主要作者",""
1079,268,12,"主要作者",""
1080,270,3741,"主要作者",""
1081,271,197,"主要作者",""
1082,272,5808,"主要作者",""
1083,273,6738,"主要作者",""
1084,274,3923,"主要作者",""
1085,275,6739,"主要作者",""
1086,276,4222,"主要作者",""
1087,187,6728,"序作者","1908"
1088,183,6396,"序作者","1852"
1089,183,6397,"序作者","1849"
1090,183,6398,"序作者",""
1091,183,6399,"序作者",""
1092,184,1664,"序作者","1822"
1093,184,163,"序作者","1822"
1094,185,4705,"序作者","1821"
1095,188,6428,"序作者","1832"
1096,188,6429,"序作者","1851"
1097,189,6434,"序作者",""
1098,189,6425,"序作者","1921"
1100,191,6388,"題辭",""
1101,191,6389,"題辭",""
1102,191,6390,"題辭",""
1103,191,4542,"序作者","1935"
1104,191,6391,"序作者",""
1105,191,6392,"序作者","1936"
1106,191,6393,"跋作者","1935"
1107,191,6394,"跋作者","1935"
1108,192,6381,"序作者","1826"
1109,192,6379,"題辭",""
1110,194,6456,"序作者","1836"
1111,195,6379,"序作者","1821"
1112,196,6468,"序作者",""
1113,196,6467,"序作者","1063"
1114,196,163,"序作者",""
1115,196,6466,"序作者","1833"
1116,197,4702,"序作者",""
1117,199,6462,"序作者","1805"
1118,199,6463,"序作者","1806"
1119,199,6464,"題辭",""
1120,199,6465,"題辭",""
1121,201,3681,"序作者",""
1122,202,6751,"序作者","1909"
1123,202,6752,"序作者","1909"
1124,202,6753,"題辭","1909"
1125,202,6759,"序作者","1909"
1126,202,6754,"傳記作者","1909"
1127,202,6755,"序作者","1909"
1128,202,6756,"傳記作者","1907"
1129,202,6757,"傳記作者","1909"
1130,204,6722,"序作者","1739"
1131,204,6723,"序作者","1742"
1132,204,6727,"跋作者",""
1133,204,6726,"跋作者","1746"
1134,204,6725,"跋作者","1748"
1135,204,6724,"跋作者","1750"
1136,206,6761,"序作者",""
1137,206,6762,"序作者",""
1138,206,6763,"傳記作者",""
1139,206,6764,"墓志詺作者",""
1140,206,6765,"凡例作者",""
1141,210,6472,"序作者",""
1142,211,6729,"傳記作者",""
1143,211,6729,"跋作者","1738"
1144,212,6478,"跋作者",""
1145,212,6479,"跋作者","1798"
1146,213,6470,"序作者","1765"
1147,213,6471,"序作者",""
1148,215,6700,"題辭",""
1149,216,5712,"序作者","1841"
1150,216,6596,"序作者","1841"
1151,216,6598,"序作者",""
1152,216,6597,"序作者",""
1153,224,6540,"跋作者","1814"
1154,226,6068,"序作者","1804"
1155,226,6570,"題辭",""
1156,226,6484,"題辭",""
1157,226,6485,"題辭",""
1158,226,6718,"題辭",""
1159,226,6571,"題辭",""
1160,226,6572,"題辭",""
1161,227,6595,"序作者","1797"
1162,230,6701,"序作者","1818"
1163,230,6505,"序作者","1817"
1164,230,6569,"跋作者","1818"
1165,230,6702,"跋作者",""
1166,231,6542,"序作者","1775"
1167,231,6555,"序作者","1814"
1168,231,3860,"序作者","1814"
1169,231,6544,"序作者","1814"
1170,231,6543,"序作者","1814"
1171,233,5693,"傳記作者",""
1172,233,6566,"序作者","1838"
1173,233,6567,"",""
1174,233,6568,"序作者","1838"
1175,235,6706,"序作者","1841"
1176,235,6564,"題辭",""
1177,235,6705,"題辭",""
1178,235,6704,"序作者","1841"
1179,235,6703,"傳記作者","1841"
1180,235,6703,"輓詞作者",""
1181,237,6563,"序作者","1830"
1182,237,6565,"跋作者","1831"
1183,238,6562,"跋作者","1842"
1184,239,6541,"題辭",""
1185,239,3571,"序作者","1847"
1186,239,417,"跋作者",""
1187,241,6120,"序作者","1817"
1188,243,6590,"序作者","1827"
1189,245,2135,"序作者","1815"
1190,245,6574,"序作者","1815"
1191,245,6575,"序作者","1814"
1192,245,6731,"跋作者","1815"
1193,245,6576,"跋作者","1816"
1194,245,6577,"跋作者","1861"
1195,246,6578,"序作者","1840"
1196,246,343,"傳記作者",""
1197,246,6708,"傳記作者","1840"
1198,246,6579,"附記作者","1840"
1199,246,6580,"跋作者","1840"
1200,246,6709,"跋作者","1839"
1201,246,6579,"跋作者","1840"
1202,248,6717,"序作者","1847"
1203,250,6747,"序作者","1849"
1204,250,6748,"","1857"
1205,250,410,"像贊作者","1857"
1206,250,418,"序作者","1852"
1207,251,6581,"序作者","1812"
1208,251,5651,"題辭","1824"
1209,251,6484,"序作者","1824"
1210,251,5682,"題辭",""
1211,251,6710,"序作者","1825"
1212,251,6711,"序作者",""
1215,251,6713,"跋作者","1825"
1214,251,6712,"題辭",""
1216,253,3639,"序作者","1836"
1217,253,6740,"題辭",""
1218,253,6741,"題辭",""
1219,253,6742,"題辭",""
1220,256,6601,"傳記作者",""
1221,256,6599,"序作者",""
1222,256,6600,"序作者","1859"
1223,256,6606,"跋作者","1919"
1224,257,6719,"題辭","1842"
2162,475,6424,"编輯",""
1226,257,6721,"題辭",""
1227,258,6733,"序作者","1830"
1228,258,6734,"序作者","1831"
1229,259,6769,"傳記作者",""
1230,259,6766,"序作者","1861"
1231,259,6767,"序作者",""
1232,259,6768,"題辭",""
1233,276,5649,"序作者","1873"
1234,276,6782,"傳記作者",""
1235,276,6777,"跋作者","1897"
1236,222,106,"序作者","1796"
1237,222,6783,"序作者","1796"
1238,275,6771,"序作者","1874"
1239,275,6773,"題辭",""
1240,275,6774,"跋作者","1877"
1241,275,6775,"跋作者","1877"
1242,275,6778,"題辭",""
1243,275,6776,"序作者",""
1244,275,6780,"跋作者",""
1245,263,3639,"序作者","1845"
1246,263,6745,"跋作者","1845"
1247,263,4858,"題辭",""
1248,263,6787,"題辭",""
1249,263,3648,"題辭",""
1250,264,6582,"傳記作者",""
1251,264,6573,"傳記作者","1826"
1252,264,6583,"輓詞作者",""
1253,264,6584,"輓詞作者",""
1254,264,4445,"序作者","1826"
1255,264,925,"題辭",""
1256,264,124,"題辭",""
1257,264,167,"題辭",""
1258,264,6714,"題辭",""
1259,264,6585,"題辭",""
1260,264,4058,"題辭",""
1261,265,6591,"題辭",""
1262,265,6592,"序作者","1875"
1263,265,6605,"序作者","1874"
1264,265,6593,"跋作者","1875"
1265,266,6586,"序作者","1834"
1266,266,6587,"序作者","1863"
1267,266,6588,"序作者","1863"
1268,266,6589,"題辭",""
1269,266,6668,"題辭",""
1270,266,6669,"題辭",""
1271,266,6670,"題辭",""
1272,266,6671,"題辭",""
1273,269,4839,"序作者","1863"
1274,268,308,"序作者","1890"
1275,268,383,"跋作者","1891"
1276,186,4636,"序作者","1850"
1277,186,6798,"序作者","1850"
1278,186,6445,"序作者","1850"
1279,186,6279,"序作者","1850"
1280,186,6799,"跋作者",""
1281,186,6446,"跋作者",""
1282,186,6060,"跋作者","1850"
1283,186,4836,"跋作者","1850"
1284,186,1919,"跋作者","1850"
1285,274,6750,"傳記作者",""
1286,274,6760,"傳記作者",""
1287,196,6461,"编輯",""
1288,265,6490,"主要作者",""
1289,269,6737,"主要作者",""
1290,277,6808,"主要作者",""
1291,278,6809,"主要作者",""
1292,280,5877,"主要作者",""
1293,283,5845,"主要作者",""
1294,285,3611,"主要作者",""
1295,287,6577,"主要作者",""
1296,289,4149,"主要作者",""
1297,290,5842,"主要作者",""
1298,291,5842,"主要作者",""
1299,292,3583,"主要作者",""
1300,293,3583,"主要作者",""
1302,282,6832,"主要作者",""
1303,284,6838,"主要作者",""
1304,286,6839,"主要作者",""
1305,288,6840,"主要作者",""
1306,294,6842,"主要作者",""
1307,295,6843,"主要作者",""
1308,296,3756,"主要作者",""
1309,297,4400,"主要作者",""
1310,300,3990,"主要作者",""
1311,299,3739,"主要作者",""
1312,305,4091,"主要作者",""
1313,306,1777,"主要作者",""
1314,307,5826,"主要作者",""
1315,301,6906,"主要作者",""
1316,302,6907,"主要作者",""
1317,298,6908,"主要作者",""
1318,310,6911,"主要作者",""
1319,311,6912,"主要作者",""
1320,313,3758,"主要作者",""
1321,314,6913,"主要作者",""
1322,309,6914,"主要作者",""
1323,303,6915,"主要作者",""
1326,312,6918,"主要作者",""
1327,308,6919,"主要作者",""
1328,315,6937,"主要作者",""
1329,316,6938,"主要作者",""
1330,317,6940,"主要作者",""
1331,321,213,"主要作者",""
1332,319,6975,"主要作者",""
1333,320,6976,"主要作者",""
1349,338,6989,"主要作者",""
1335,322,6981,"主要作者",""
1336,324,6982,"主要作者",""
1337,325,1153,"主要作者",""
1338,326,4065,"主要作者",""
1339,327,4091,"主要作者",""
1340,328,4258,"主要作者",""
1341,329,6983,"主要作者",""
1342,330,258,"主要作者",""
1343,331,6985,"主要作者",""
1344,332,6986,"主要作者",""
1345,334,6987,"主要作者",""
1346,335,5815,"主要作者",""
1347,336,4189,"主要作者",""
1348,337,6988,"主要作者",""
1350,339,6990,"主要作者",""
1351,340,5798,"主要作者",""
1352,341,1092,"主要作者",""
1353,342,7010,"主要作者",""
1354,343,7011,"主要作者",""
1355,344,1300,"主要作者",""
1356,345,4246,"主要作者",""
1357,346,7052,"主要作者",""
1358,347,7053,"主要作者",""
1359,348,6450,"主要作者",""
1360,349,4012,"主要作者",""
1361,350,7081,"主要作者",""
1362,351,7080,"主要作者",""
1364,352,7082,"主要作者",""
1365,353,7083,"主要作者",""
1366,354,3592,"主要作者",""
1367,355,2270,"主要作者",""
1368,356,801,"主要作者",""
1369,359,1674,"主要作者",""
1370,361,818,"主要作者",""
1371,357,1215,"主要作者",""
1372,358,707,"主要作者",""
1373,362,66,"主要作者",""
1374,363,1381,"主要作者",""
1375,364,1172,"主要作者",""
1376,365,7097,"主要作者",""
1377,360,44,"主要作者",""
1378,366,83,"主要作者",""
1379,278,6948,"序作者",""
1380,278,7048,"跋作者","1895"
1381,277,6927,"跋作者","1889"
1382,277,5786,"跋作者","1906"
1383,277,6928,"跋作者","1907"
1389,279,398,"傳記作者",""
1385,280,308,"序作者","1891"
1386,280,6960,"序作者","1891"
1387,280,6961,"序作者","1896"
1388,279,6827,"主要作者",""
1390,280,6963,"序作者","1897"
1391,280,6954,"序作者","1901"
1392,280,6962,"序作者","1897"
1393,280,6995,"跋作者","1900"
1394,282,6929,"序作者","1920"
1396,282,6931,"序作者",""
1397,282,6932,"序作者","1934"
1398,282,6934,"題辭",""
1399,282,6936,"題辭",""
1400,282,6939,"題辭",""
1401,282,6931,"題辭",""
1402,282,6933,"題辭",""
1403,282,6935,"跋作者",""
1404,283,265,"序作者",""
1405,283,4677,"序作者","1886"
1406,283,279,"序作者","1882"
1407,283,6853,"序作者","1885"
1408,283,6852,"序作者","1870"
1409,283,6855,"序作者","1880"
1410,283,6854,"序作者","1883"
1411,283,6856,"序作者","1874"
1412,367,1179,"主要作者",""
1413,368,231,"主要作者",""
1414,369,1098,"主要作者",""
1415,141,6266,"傳記作者",""
1416,141,5973,"序作者",""
1417,141,4624,"序作者","1900"
1418,141,6267,"序作者","1901"
1419,141,5986,"題辭",""
1420,141,6268,"題辭",""
1421,141,5982,"題辭",""
1422,141,6269,"題辭",""
1424,141,5979,"題辭",""
1425,141,6270,"題辭",""
1426,141,5985,"題辭",""
1427,141,5984,"題辭",""
1428,141,6271,"題辭",""
1429,141,6272,"題辭",""
1430,141,5983,"題辭",""
1431,141,5980,"題辭",""
1432,141,6273,"題辭",""
1433,141,5981,"題辭",""
1434,141,6274,"題辭",""
1435,141,6275,"題辭",""
1436,141,6276,"題辭",""
1437,141,6277,"題辭",""
1438,141,6278,"題辭",""
1439,136,6002,"序作者","1874"
1440,136,6003,"題辭",""
1441,136,6004,"題辭",""
1442,136,4737,"題辭",""
1443,136,4734,"題辭",""
1444,136,5989,"題辭",""
1445,136,4744,"題辭",""
1446,136,5586,"題辭",""
1447,136,5990,"題辭",""
1448,136,400,"題辭",""
1449,136,5991,"題辭",""
1450,136,5992,"題辭",""
1451,136,5993,"題辭",""
1452,136,6005,"題辭",""
1453,136,3512,"題辭",""
1454,136,6006,"題辭",""
1455,136,6007,"題辭",""
1456,136,6008,"題辭",""
1457,136,6009,"題辭",""
1458,123,5636,"序作者","1788"
1459,123,5584,"序作者","1751"
1460,127,5633,"序作者","1856"
1461,127,1172,"序作者","1786"
1462,127,5635,"序作者","1817"
1463,127,5634,"序作者","1785"
1464,127,5584,"序作者","1707"
1465,127,5636,"跋作者",""
1466,123,5634,"序作者",""
1467,171,6430,"像贊作者",""
1468,171,1172,"序作者","1786"
1469,171,5584,"序作者","1707"
1470,171,5635,"序作者","1817"
1471,171,5634,"序作者","1785"
1472,171,5636,"跋作者",""
1473,140,6257,"序作者","1912"
1474,140,6258,"題辭",""
1475,140,6259,"題辭",""
1476,140,6260,"題辭",""
1477,140,6262,"題辭",""
1478,140,6257,"題辭",""
1479,140,6263,"題辭",""
1480,140,6261,"題辭",""
1481,143,6011,"序作者","1900"
1482,143,6012,"跋作者","1900"
1483,168,6229,"序作者","1900"
1484,168,6220,"序作者","1893"
1485,168,6093,"序作者","1893"
1486,168,6221,"題辭",""
1487,168,6222,"題辭",""
1488,168,6223,"題辭",""
1489,168,6224,"題辭",""
1490,168,5986,"題辭",""
1491,168,6369,"題辭",""
1492,168,6370,"題辭",""
1493,168,6371,"題辭",""
1494,168,6372,"題辭",""
1495,168,6226,"題辭",""
1496,168,6227,"題辭",""
1497,168,6228,"題辭",""
1498,154,6057,"序作者",""
1499,154,6173,"序作者",""
1500,154,6174,"序作者",""
1501,154,6175,"題辭",""
1502,141,5978,"跋作者","1899"
1503,136,5977,"跋作者",""
1504,123,7155,"序作者",""
1505,123,7155,"傳記作者",""
1506,123,5634,"墓志詺作者",""
1507,370,4075,"主要作者",""
1508,371,63,"主要作者",""
1509,372,7160,"主要作者",""
1510,364,7167,"序作者",""
1511,364,7168,"序作者",""
1512,364,7169,"傳記作者",""
1513,373,3847,"主要作者",""
1514,374,1317,"主要作者",""
1515,375,7175,"主要作者",""
1516,376,61,"主要作者",""
1517,377,7176,"主要作者",""
1518,378,808,"主要作者",""
1519,338,7177,"序作者","1910"
1520,338,7178,"序作者","1908"
1521,338,7179,"序作者","1910"
1522,357,7184,"序作者",""
1523,357,7185,"序作者","1717"
1524,361,7187,"序作者",""
1525,361,7188,"序作者","1753"
1526,342,7150,"序作者",""
1527,342,7153,"跋作者",""
1528,357,7186,"傳記作者",""
1529,357,7186,"跋作者",""
1530,334,7064,"序作者","1882"
1531,334,7190,"傳記作者","1896"
1532,334,7189,"跋作者","1923"
1533,344,7145,"序作者","1867"
1534,344,7146,"題辭",""
1535,344,7147,"題辭",""
1536,344,7148,"題辭",""
1537,344,7149,"題辭",""
1538,344,4829,"跋作者","1873"
1539,335,7092,"序作者","1907"
1540,335,7093,"序作者","1908"
1541,335,3676,"題辭",""
1542,335,7094,"題辭",""
1543,335,3727,"題辭",""
1544,335,32,"題辭",""
1545,335,7095,"跋作者","1908"
1546,335,7096,"跋作者","1908"
1547,329,7041,"傳記作者","1820"
1548,326,3563,"序作者","1839"
1549,325,7042,"跋作者","1791"
1550,322,308,"序作者","1888"
1551,322,7161,"序作者","1886"
2522,322,8166,"序作者",""
1553,322,7162,"傳記作者","1886"
1554,322,7191,"跋作者","1887"
1555,379,4236,"主要作者",""
1556,380,7214,"主要作者",""
1557,381,1376,"主要作者",""
1558,382,7230,"主要作者",""
1559,383,5824,"主要作者",""
1560,384,5807,"主要作者",""
1561,386,1917,"主要作者",""
1562,386,191,"主要作者",""
1563,386,1918,"主要作者",""
1564,386,1919,"主要作者",""
1565,386,4636,"编輯",""
1566,387,853,"主要作者",""
1567,389,7249,"主要作者",""
1568,390,3755,"主要作者",""
1569,288,7250,"題辭",""
1570,388,7248,"主要作者",""
1571,391,7253,"校註者",""
1572,391,7254,"主要作者",""
1573,392,3847,"主要作者",""
1574,288,7251,"題辭",""
1575,288,7258,"題辭",""
1576,288,7260,"題辭",""
1577,382,7255,"序作者",""
1578,375,7286,"序作者",""
1579,371,5998,"序作者",""
1618,382,7287,"跋作者",""
1617,382,7255,"跋作者",""
1582,366,7295,"序作者",""
1583,366,7296,"跋作者",""
1584,366,6066,"序作者",""
1585,368,7198,"序作者",""
1586,368,7278,"序作者",""
1587,368,7277,"序作者",""
1588,368,7279,"像贊作者",""
1589,368,7276,"傳記作者",""
1590,368,7277,"跋作者",""
1591,368,7280,"跋作者",""
1592,368,7276,"輓詞作者",""
1593,379,7298,"跋作者",""
1594,380,7297,"序作者",""
1595,380,7298,"傳記作者",""
1596,339,127,"序作者",""
1597,339,7125,"題辭",""
1598,339,7126,"題辭",""
1599,339,1349,"題辭",""
1600,339,199,"題辭",""
1601,339,3639,"題辭",""
1602,339,1737,"題辭",""
1603,339,7128,"題辭",""
1604,339,6917,"題辭",""
1605,339,3677,"題辭",""
1606,345,7300,"序作者",""
1607,362,7284,"序作者",""
1608,362,7283,"序作者",""
1609,362,7282,"傳記作者",""
1610,362,7281,"序作者",""
1611,362,7291,"跋作者",""
1612,362,7291,"附記作者",""
1613,382,7255,"傳記作者",""
1616,382,7288,"跋作者",""
1619,369,7310,"傳記作者",""
1620,369,7302,"序作者",""
1621,369,7303,"序作者",""
1622,369,72,"跋作者",""
1623,376,7223,"序作者",""
1624,376,3900,"序作者",""
1626,385,7411,"主要作者",""
1627,385,7438,"序作者",""
1628,385,7457,"跋作者",""
1629,393,1294,"主要作者",""
1630,394,6985,"主要作者",""
1631,397,7460,"主要作者",""
1632,396,5805,"主要作者",""
1633,398,3847,"主要作者",""
1634,395,7461,"主要作者",""
1635,399,7462,"主要作者",""
1636,400,5853,"主要作者",""
1637,378,7473,"序作者",""
1638,378,7474,"序作者",""
1639,378,7475,"序作者",""
1640,378,7476,"序作者",""
1641,378,7477,"傳記作者",""
1642,384,6788,"序作者",""
1643,384,7496,"序作者",""
1644,410,4168,"主要作者",""
1645,411,1665,"主要作者",""
1646,412,617,"主要作者",""
1647,401,851,"主要作者",""
1648,402,1347,"主要作者",""
1649,403,866,"主要作者",""
1650,406,5904,"主要作者",""
1651,407,1466,"主要作者",""
1652,414,255,"主要作者",""
1653,415,930,"主要作者",""
1654,416,929,"主要作者",""
1655,404,7499,"主要作者",""
1656,417,199,"主要作者",""
1657,418,5822,"主要作者",""
1658,408,7500,"主要作者",""
1659,409,7501,"主要作者",""
1660,413,7502,"主要作者",""
1661,405,7503,"主要作者",""
1662,341,6068,"序作者",""
1663,341,4804,"跋作者",""
1664,341,4804,"傳記作者",""
1665,331,7040,"跋作者",""
1666,310,4668,"序作者",""
1667,309,308,"序作者",""
1668,305,7020,"序作者",""
1669,305,7054,"序作者",""
1670,305,7416,"傳記作者",""
1671,305,7022,"傳記作者",""
1672,299,3739,"序作者",""
1674,299,7338,"跋作者",""
1675,298,7015,"序作者",""
1676,297,7050,"傳記作者",""
1677,297,7004,"傳記作者",""
1678,297,7051,"序作者",""
1679,295,7105,"序作者",""
1680,292,6970,"序作者",""
1681,292,6979,"跋作者",""
1682,291,6947,"跋作者",""
1683,288,5669,"序作者",""
1684,288,3825,"序作者",""
1685,287,7049,"序作者",""
1686,287,305,"題辭",""
1687,287,7106,"跋作者",""
1688,286,6839,"序作者",""
1689,272,6807,"序作者",""
1690,419,7525,"主要作者",""
1691,420,7526,"主要作者",""
1692,421,207,"主要作者",""
1693,422,7527,"主要作者",""
1694,422,1127,"主要作者",""
1695,423,1933,"主要作者",""
1696,423,1934,"主要作者",""
1697,424,4240,"主要作者",""
1698,425,7528,"主要作者",""
1699,426,1852,"主要作者",""
1700,427,7529,"主要作者",""
1701,428,7052,"主要作者",""
1702,429,7530,"主要作者",""
1703,430,7531,"主要作者",""
1704,431,7532,"主要作者",""
1705,432,7533,"主要作者",""
1706,433,7533,"主要作者",""
1707,434,7534,"主要作者",""
1708,435,7535,"主要作者",""
1709,436,7536,"主要作者",""
1710,437,7537,"主要作者",""
1712,439,7539,"主要作者",""
1713,440,7540,"主要作者",""
1715,442,1830,"主要作者",""
1716,443,92,"主要作者",""
1717,444,7542,"主要作者",""
1718,445,1434,"主要作者",""
1720,447,1104,"主要作者",""
1721,219,7347,"序作者",""
1722,219,4707,"傳記作者",""
1723,219,4707,"題辭",""
1724,219,7348,"題辭",""
1725,219,7544,"題辭",""
1726,219,1438,"題辭",""
1727,253,7351,"題辭",""
1728,253,6743,"題辭",""
1729,253,7352,"題辭",""
1730,253,6744,"題辭",""
1731,253,4831,"題辭",""
1732,253,6745,"題辭",""
1733,253,7354,"題辭",""
1734,253,4886,"題辭",""
1735,253,1368,"題辭",""
1736,253,7353,"題辭",""
1737,253,1737,"題辭",""
1738,253,3639,"題辭",""
1739,253,7355,"題辭",""
1740,253,212,"題辭",""
1741,253,3642,"題辭",""
1742,253,3619,"題辭",""
1743,278,7043,"題辭",""
1744,278,7044,"題辭",""
1745,278,7045,"題辭",""
1746,278,4535,"題辭",""
1747,278,7046,"題辭",""
1748,278,7339,"題辭",""
1749,278,7047,"題辭",""
1750,278,6058,"附記作者",""
1751,278,7340,"傳記作者",""
1752,278,7341,"傳記作者",""
1875,393,7561,"序作者",""
1754,289,7335,"序作者",""
1755,289,7326,"序作者",""
1756,289,7335,"題辭",""
1757,302,6998,"序作者",""
1758,302,6998,"墓志詺作者",""
1759,310,7383,"跋作者",""
1760,310,7018,"跋作者",""
1761,310,7019,"跋作者",""
1762,332,7059,"序作者",""
1763,332,7061,"跋作者",""
1764,332,7385,"跋作者",""
1765,335,7515,"跋作者",""
1766,337,7386,"序作者",""
1767,343,7381,"傳記作者",""
1768,343,7524,"跋作者",""
1769,346,7377,"序作者",""
1770,347,7115,"序作者",""
1771,353,7368,"序作者",""
1772,353,7440,"序作者",""
1773,355,7366,"序作者",""
1774,360,7319,"序作者",""
1775,360,7320,"序作者",""
1776,360,7318,"序作者",""
1777,360,7317,"序作者",""
1778,360,7317,"跋作者",""
1779,361,7453,"序作者",""
1780,361,7464,"序作者",""
1781,361,7466,"序作者",""
1782,361,7467,"序作者",""
1783,361,7468,"序作者",""
1784,361,7469,"跋作者",""
1785,361,7470,"跋作者",""
1786,366,7309,"跋作者",""
1787,370,7359,"序作者",""
1788,370,7360,"序作者",""
1789,370,7522,"跋作者",""
1790,370,7523,"跋作者",""
3608,353,7548,"跋作者",""
1792,307,7012,"墓志詺作者",""
1793,307,7013,"墓志詺作者",""
1794,307,7014,"序作者",""
1795,365,7306,"序作者",""
1796,365,7305,"題辭",""
1797,365,7304,"題辭",""
1798,365,7412,"題辭",""
1799,289,7326,"題辭",""
1800,289,7327,"題辭",""
1801,289,7337,"題辭",""
1802,289,7336,"題辭",""
1803,289,7328,"題辭",""
1804,289,7329,"題辭",""
1805,289,922,"題辭",""
1806,289,7330,"題辭",""
1807,289,3647,"題辭",""
1808,289,7331,"題辭",""
1809,289,7332,"傳記作者",""
1810,289,7333,"跋作者",""
1811,299,7015,"題辭",""
1812,308,7343,"題辭",""
1813,308,7344,"題辭",""
1814,308,7345,"題辭",""
1815,308,7346,"題辭",""
1816,308,7057,"跋作者",""
1817,314,400,"傳記作者",""
1818,314,7384,"傳記作者",""
1819,314,7104,"題辭",""
1820,255,7292,"序作者",""
1821,255,7356,"傳記作者",""
1822,255,7292,"輓詞作者",""
1823,255,7293,"其他作者",""
1824,255,7521,"其他作者",""
1825,255,7294,"跋作者",""
1826,341,7103,"題辭",""
1827,337,4829,"題辭",""
1828,337,7387,"題辭",""
1829,337,7388,"題辭",""
1830,337,7389,"題辭",""
1831,337,7390,"題辭",""
1832,337,7391,"題辭",""
1833,337,7392,"題辭",""
1834,337,7393,"題辭",""
1835,337,7394,"題辭",""
1836,337,7395,"題辭",""
1837,337,7396,"題辭",""
1838,337,7398,"題辭",""
1839,337,7399,"題辭",""
1840,337,7397,"題辭",""
1841,337,7401,"題辭",""
1842,337,7402,"題辭",""
1843,337,7403,"題辭",""
1844,337,7404,"題辭",""
1845,337,7405,"題辭",""
1846,337,7406,"題辭",""
1847,332,6160,"其他作者",""
1848,332,7060,"其他作者",""
1849,332,7063,"傳記作者",""
1850,353,7369,"題辭",""
1851,353,7370,"題辭",""
1852,361,7465,"其他作者",""
1853,361,7454,"題辭",""
1854,361,7455,"題辭",""
1855,361,7362,"題辭",""
1856,361,7363,"題辭",""
1857,361,7463,"題辭",""
1858,361,7466,"題辭",""
1859,338,4829,"序作者",""
1860,336,7084,"其他作者",""
1861,336,7085,"墓志詺作者",""
1862,336,7513,"題辭",""
1863,336,7512,"題辭",""
1864,336,7514,"題辭",""
1865,336,7086,"題辭",""
1866,343,7382,"傳記作者",""
1867,343,7382,"輓詞作者",""
1868,343,7382,"其他作者",""
1869,350,7307,"序作者",""
1870,350,7371,"傳記作者",""
1871,350,7549,"跋作者",""
1872,350,7550,"其他作者",""
1873,316,7143,"傳記作者",""
1874,284,7325,"其他作者",""
1876,396,7613,"序作者",""
1877,351,7315,"序作者",""
1878,351,6075,"題辭",""
1879,351,7316,"傳記作者",""
1880,351,7316,"跋作者",""
1881,285,7420,"序作者",""
1882,285,7417,"序作者",""
1883,285,7418,"序作者",""
1884,285,7600,"題辭",""
1885,285,327,"題辭",""
1886,285,7601,"題辭",""
1887,285,7419,"題辭",""
1888,285,7602,"題辭",""
1889,285,7599,"跋作者",""
1890,356,7471,"序作者",""
1891,356,7472,"序作者",""
1892,356,801,"序作者",""
1893,390,7563,"序作者",""
1894,390,7564,"題辭",""
